web-scraper-order,web-scraper-start-url,name,rank,unit,death_date,profile_link,profile_link-href,image_url-src
"1753822414-27","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=85","סמל
                        דנית כהן
                        ז""ל","סמל","פיקוד העורף","נפלה בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמל
                        דנית כהן
                        ז""ל
                    
                        
                            פיקוד העורף
                        

                        נפלה בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)
                    
                        
                            יהי זכרה ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%93%D7%A0%D7%99%D7%AA-%D7%9B%D7%94%D7%9F/","/media/enieho3q/דנית-כהן.jpeg?rxy=0.30990164620535715,0.49811035813658144&width=157&height=211"
"1753822414-28","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=85","רנ""ג
                        עידו רוזנטל
                        ז""ל","רנ""ג","יחידת שלדג","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","רנ""ג
                        עידו רוזנטל
                        ז""ל
                    
                        
                            יחידת שלדג
                        

                        נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%A2%D7%99%D7%93%D7%95-%D7%A8%D7%95%D7%96%D7%A0%D7%98%D7%9C/","/media/yn2onr4t/עידו-רוזנטל.jpeg?rxy=0.47854888855848449,0.2296044921875&width=157&height=211"
"1753822414-29","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=85","רס""ן
                        אמיר סקורי
                        ז""ל","רס""ן","סיירת מטכ""ל","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","רס""ן
                        אמיר סקורי
                        ז""ל
                    
                        
                            סיירת מטכ""ל
                        

                        נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%90%D7%9E%D7%99%D7%A8-%D7%A1%D7%A7%D7%95%D7%A8%D7%99/","/media/syypegxs/אמיר-סקורי.jpeg?rxy=0.29779917469050893,0.20947219431153363&width=157&height=211"
"1753822414-30","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=85","סרן
                        שילה כהן
                        ז""ל","סרן","יחידת שלדג","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סרן
                        שילה כהן
                        ז""ל
                    
                        
                            יחידת שלדג
                        

                        נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%A9%D7%99%D7%9C%D7%94-%D7%9B%D7%94%D7%9F/","/media/p4cpbfcj/שילה-כהן.jpeg?rxy=0.32825160026550293,0.1945529580116272&width=157&height=211"
"1753822417-31","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=84","סגן
                        יונתן גוטין
                        ז""ל","סגן","היחידה הרב-ממדית (888)","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סגן
                        יונתן גוטין
                        ז""ל
                    
                        
                            היחידה הרב-ממדית (888)
                        

                        נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%99%D7%95%D7%A0%D7%AA%D7%9F-%D7%92%D7%95%D7%98%D7%99%D7%9F/","/media/yw0h20id/יונתן-גוטין.jpeg?rxy=0.38222102247733869,0.55077708806202041&width=157&height=211"
"1753822417-32","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=84","סרן
                        ניתאי עמאר
                        ז""ל","סרן","חיל ההנדסה הקרבית","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סרן
                        ניתאי עמאר
                        ז""ל
                    
                        
                            חיל ההנדסה הקרבית
                        

                        נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%A0%D7%99%D7%AA%D7%90%D7%99-%D7%A2%D7%9E%D7%90%D7%A8/","/media/r3zf3btq/נתאי-עמר.jpeg?rxy=0.42807831102575078,0.388206572666672&width=157&height=211"
"1753822417-33","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=84","סמ""ר
                        יוסף איתמר ברוכים
                        ז""ל","סמ""ר","חטיבת הצנחנים","נפל בכ""ג בתשרי התשפ""ד (08 באוקטובר 2023)","סמ""ר
                        יוסף איתמר ברוכים
                        ז""ל
                    
                        
                            חטיבת הצנחנים
                        

                        נפל בכ""ג בתשרי התשפ""ד (08 באוקטובר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%99%D7%95%D7%A1%D7%A3-%D7%90%D7%99%D7%AA%D7%9E%D7%A8-%D7%91%D7%A8%D7%95%D7%9B%D7%99%D7%9D/","/media/us2ptnj2/יוסף-איתמר-ברוכים.jpeg?rxy=0.46779636764529525,0.46260126675392066&width=157&height=211"
"1753822417-34","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=84","רס""ן (במיל')
                        רועי נגרי
                        ז""ל","רס""ן (במיל')","חטיבת המרום","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","רס""ן (במיל')
                        רועי נגרי
                        ז""ל
                    
                        
                            חטיבת המרום
                        

                        נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%A8%D7%95%D7%A2%D7%99-%D7%A0%D7%92%D7%A8%D7%99/","/media/sc5pjt2l/רועי-נגרי.jpeg?rxy=0.70869461862664473,0.24772987966392873&width=157&height=211"
"1753822417-35","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=84","סמ""ר
                        ירון אורי שי
                        ז""ל","סמ""ר","חטיבת הנח""ל","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמ""ר
                        ירון אורי שי
                        ז""ל
                    
                        
                            חטיבת הנח""ל
                        

                        נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%99%D7%A8%D7%95%D7%9F-%D7%90%D7%95%D7%A8%D7%99-%D7%A9%D7%99/","/media/hwblfeb4/ירון-אורי-שי.jpeg?rxy=0.51764136664764415,0.52090402279669379&width=157&height=211"
"1753822417-36","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=84","סמ""ר
                        בן רובינשטיין
                        ז""ל","סמ""ר","חטיבת המרום","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמ""ר
                        בן רובינשטיין
                        ז""ל
                    
                        
                            חטיבת המרום
                        

                        נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%91%D7%9F-%D7%A8%D7%95%D7%91%D7%99%D7%A0%D7%A9%D7%98%D7%99%D7%99%D7%9F/","/media/abefvice/בן-רובינשטיין.jpeg?rxy=0.40967884063720705,0.37052438462350573&width=157&height=211"
"1753822417-37","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=84","רס""ן
                        פלג סאלם
                        ז""ל","רס""ן","עוצבת בני-אור (460)","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","רס""ן
                        פלג סאלם
                        ז""ל
                    
                        
                            עוצבת בני-אור (460)
                        

                        נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%A4%D7%9C%D7%92-%D7%A1%D7%90%D7%9C%D7%9D/","/media/xgwchbp2/פלג-סאלם.jpeg?rxy=0.53131548741154222,0.23779102492984402&width=157&height=211"
"1753822417-38","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=84","סרן
                        איתי כהן
                        ז""ל","סרן","חיל ההנדסה הקרבית","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סרן
                        איתי כהן
                        ז""ל
                    
                        
                            חיל ההנדסה הקרבית
                        

                        נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%90%D7%99%D7%AA%D7%99-%D7%9B%D7%94%D7%9F/","/media/en1m0uyl/סגן-איתי-כהן.jpeg?rxy=0.5652636196178531,0.3635216262364781&width=157&height=211"
"1753822417-39","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=84","סמל
                        עילי בר שדה
                        ז""ל","סמל","חטיבת גולני","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמל
                        עילי בר שדה
                        ז""ל
                    
                        
                            חטיבת גולני
                        

                        נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%A2%D7%99%D7%9C%D7%99-%D7%91%D7%A8-%D7%A9%D7%93%D7%94/","/media/svrcxqfw/עילי-בר-שדה.jpeg?rxy=0.50250567384057943,0.12893311879648053&width=157&height=211"
"1753822417-40","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=84","סמ""ר
                        אוראל משה
                        ז""ל","סמ""ר","עוצבת סער מגולן (7)","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","סמ""ר
                        אוראל משה
                        ז""ל
                    
                        
                            עוצבת סער מגולן (7)
                        

                        נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%90%D7%95%D7%A8%D7%90%D7%9C-%D7%9E%D7%A9%D7%94/","/media/gkgjnuqm/אוראל-משה.jpeg?rxy=0.64914739997295134,0.33290562523670153&width=157&height=211"
"1753822420-41","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=83","רס""ן
                        רועי צ'אפל
                        ז""ל","רס""ן","חטיבת הנח""ל","נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","רס""ן
                        רועי צ'אפל
                        ז""ל
                    
                        
                            חטיבת הנח""ל
                        

                        נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%A8%D7%95%D7%A2%D7%99-%D7%A6%D7%90%D7%A4%D7%9C/","/media/3mgjulpd/רועי-צ-אפל.jpeg?rxy=0.75283439791932394,0.41630060466805452&width=157&height=211"
